forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
πυνθάνεσθαι,4441,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,perguntar,"perguntar, aprender por investigação",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'perguntar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
πυροῦσθαι,4448,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,queimar,"queimar, incendiar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'queimar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ῥυσθῶμεν,4506,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos resgatado,"nós sejamos resgatado, sejamos entregado, sejamos salvado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos resgatado'.,Revisar o número do particípio; provável forma plural: 'resgatados'.
ῥύεσθαι,4506,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,resgatar,"resgatar, entregar, salvar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'resgatar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ῥυπανθήτω,4510,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é contaminado,"ele(a) é contaminado, é tornado imundo",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é contaminado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σαίνεσθαι,4525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,abanar,"abanar, bajular",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'abanar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
σέβεσθαι,4576,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,adorar,"adorar, reverenciar, venerar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'adorar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐσείσθησαν,4579,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram sacudido,"eles(as) foram sacudido, foram feito tremer, foram agitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram sacudido'.,Revisar o número do particípio; provável forma plural: 'sacudidos'.
σκανδαλισθήσομαι,4624,V-FIP-1S,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Singular,tropeçarei,"eu tropeçarei, serei ofendido, me escandalizarei",passiva_a_confirmar,revisar,"'V-FIP-1S' é passiva, porém a passiva não está explícita em 'tropeçarei'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σκανδαλισθῆτε,4624,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,tropeceis,"vós tropeceis, sejais ofendidos, se escandalizeis",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, porém a passiva não está explícita em 'tropeceis'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐσκανδαλίσθησαν,4624,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,tropeçaram,"eles(as) tropeçaram, foram ofendidos, se escandalizaram",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, porém a passiva não está explícita em 'tropeçaram'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σκεύεσιν,4632,S-DNP,Substantivo - Dativo Neutro Plural,aos embarcações,aos embarcações,concordancia_nominal,alta,Contração masculina antes de feminino plural: 'aos embarcações'.,Trocar 'aos embarcações' por 'às embarcações'.
σκορπισθῆτε,4650,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais espalhado,"vós sejais espalhado, sejais dispersado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais espalhado'.,Revisar o número do particípio; provável forma plural: 'espalhados'.
ἐστερεώθησαν,4732,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram firmado,"eles(as) foram firmado, foram estabelecido, foram fortalecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram firmado'.,Revisar o número do particípio; provável forma plural: 'firmados'.
στηριχθῆναι,4741,V-ANP,Verbo - Aoristo Infinitivo Passiva,estabelecer,"estabelecer, fortalecer, consertar, definir firmemente",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'estabelecer'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
στραφῆτε,4762,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais virado,"vós sejais virado, sejais voltado, sejais convertido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais virado'.,Revisar o número do particípio; provável forma plural: 'virados'.
συλλημφθῆναι,4815,V-ANP,Verbo - Aoristo Infinitivo Passiva,apreender,"apreender, conceber, ajudar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'apreender'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
συλληφθῆναι,4815,V-ANP,Verbo - Aoristo Infinitivo Passiva,apreender,"apreender, conceber, ajudar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'apreender'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
συμφυεῖσαι,4855,V-APP-NFP,Verbo - Aoristo Particípio Passiva - Nominativo Feminino Plural,crescermos juntos,"crescermos juntos, nos unirmos, tricotarmos juntos",passiva_a_confirmar,revisar,"'V-APP-NFP' é passiva, porém a passiva não está explícita em 'crescermos juntos'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνάχθητε,4863,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois reunido,vós sois reunido,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois reunido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνετάφημεν,4916,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos enterrado juntos,"nós fomos enterrado juntos, fomos sido enterrado com",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos enterrado'.,Revisar o número do particípio; provável forma plural: 'enterrados'.
συνίστασθαι,4921,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,elogiar,"elogiar, estabelecer, demonstrar, provar, manter unido",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'elogiar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
συνετέλεσεν,4931,V-APP-GFP,Verbo - Aoristo Indicativo Ativa - 3ª Pessoa Singular,completou,"ele(a) completou, realizou, pôs fim",passiva_a_confirmar,revisar,"'V-APP-GFP' é passiva, porém a passiva não está explícita em 'completou'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνυπεκρίθησαν,4942,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram juntado à hipocrisia,"eles(as) foram juntado à hipocrisia, foram agido hipocritamente juntos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram juntado'.,Revisar o número do particípio; provável forma plural: 'juntados'.
ἐσχίσθησαν,4977,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dividido,"eles(as) foram dividido, foram separado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dividido'.,Revisar o número do particípio; provável forma plural: 'divididos'.
σώζεσθαι,4982,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,salvar,"salvar, resgatar, libertar, curar, preservar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'salvar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ταπεινοῦσθαι,5013,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,humilhar,"humilhar, rebaixar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'humilhar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ταραχθῆτε,5015,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais perturbado,"vós sejais perturbado, sejais incomodado, sejais agitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais perturbado'.,Revisar o número do particípio; provável forma plural: 'perturbados'.
τελειωθῶσιν,5048,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completado,"eles(as) sejam completado, sejam aperfeiçoado, sejam realizado, sejam posto fim.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam completado'.,Revisar o número do particípio; provável forma plural: 'completados'.
τελεσθήσονται,5055,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão completado,"eles(as) serão completado, serão terminado, serão cumprido, serão realizado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão completado'.,Revisar o número do particípio; provável forma plural: 'completados'.
τελεσθῆναι,5055,V-ANP,Verbo - Aoristo Infinitivo Passiva,completar,"completar, terminar, cumprir, realizar.",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'completar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
τελεσθῶσιν,5055,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completado,"eles(as) sejam completado, sejam terminado, sejam cumprido, sejam realizado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam completado'.,Revisar o número do particípio; provável forma plural: 'completados'.
τηρηθῆναι,5083,V-ANP,Verbo - Aoristo Infinitivo Passiva,manter,"manter, guardar, observar, zelar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'manter'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
τεθῆναι,5087,V-ANP,Verbo - Aoristo Infinitivo Passiva,colocar,"colocar, nomear, estabelecer",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'colocar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
τεθῶσιν,5087,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam colocado,"eles(as) sejam colocado, sejam nomeado, sejam estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam colocado'.,Revisar o número do particípio; provável forma plural: 'colocados'.
τιμωρηθῶσιν,5097,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam punido,"eles(as) sejam punido, sejam vingado, sejam justificado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam punido'.,Revisar o número do particípio; provável forma plural: 'punidos'.
τρέφεσθαι,5142,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,nutrir,"nutrir, alimentar, educar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'nutrir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐτυμπανίσθησαν,5178,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram torturado,"eles(as) foram torturado, foram batido, foram tamborilado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram torturado'.,Revisar o número do particípio; provável forma plural: 'torturados'.
τύπτεσθαι,5180,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,golpear,"golpear, bater, ferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'golpear'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
τυφωθεὶς,5187,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,pretensioso,pretensioso,passiva_a_confirmar,revisar,"'V-APP-NMS' é passiva, porém a passiva não está explícita em 'pretensioso'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ὑποταγησόμεθα,5293,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos sujeitado,"nós seremos sujeitado, seremos subordinado, seremos submetido, seremos estado sob obediência",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos sujeitado'.,Revisar o número do particípio; provável forma plural: 'sujeitados'.
ὑψωθῆτε,5312,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais elevado,"vós sejais elevado, sejais exaltado, sejais elevado alto",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais elevado'.,Revisar o número do particípio; provável forma plural: 'elevados'.
φανῇς,5316,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas mostrado,"tu sejas mostrado, sejas feito aparecer, sejas aparecido, sejas brilhado, sejas manifestado",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas mostrado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
φανῶμεν,5316,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos mostrado,"nós sejamos mostrado, sejamos feito aparecer, sejamos aparecido, sejamos brilhado, sejamos manifestado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos mostrado'.,Revisar o número do particípio; provável forma plural: 'mostrados'.
ἐφάνησαν,5316,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram mostrado,"eles(as) foram mostrado, foram feito aparecer, foram aparecido, foram brilhado, foram manifestado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram mostrado'.,Revisar o número do particípio; provável forma plural: 'mostrados'.
φανερωθήσεσθε,5319,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis tornado manifesto,"vós sereis tornado manifesto, sereis revelado, sereis dado a conhecer, sereis mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
φανερωθῶσιν,5319,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam tornado manifesto,"eles(as) sejam tornado manifesto, sejam revelado, sejam dado a conhecer, sejam mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
ἐφανερώθησαν,5319,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram dado a conhecer, foram mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
φέρεσθαι,5342,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, trazer, liderar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'suportar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
φθέγγεσθαι,5350,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, proferir, proclamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
φοβηθῇς,5399,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,temas,"tu sejas temido, sejas tido medo, reverência",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'temas'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐφυσιώθησάν,5448,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram inchado,"eles(as) foram inchado, foram inflado, foram orgulhado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram inchado'.,Revisar o número do particípio; provável forma plural: 'inchados'.
φυτεύθητι,5452,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és plantado,tu és plantado,passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és plantado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
φωνηθῆναι,5455,V-ANP,Verbo - Aoristo Infinitivo Passiva,chamar,"chamar, gritar, falar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'chamar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
χαρίζεσθαί,5483,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,conceder,"conceder, dar livremente, perdoar, mostrar favor",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'conceder'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
χαρισθῆναι,5483,V-ANP,Verbo - Aoristo Infinitivo Passiva,conceder,"conceder, dar livremente, perdoar, mostrar favor",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'conceder'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
χορτάζεσθαι,5526,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,alimentar,"alimentar, preencher, satisfazer",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'alimentar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
χωρισθῆναι,5563,V-ANP,Verbo - Aoristo Infinitivo Passiva,separar,"separar, dividir, partir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'separar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ὠφελήθησαν,5623,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram beneficiado,"eles(as) foram beneficiado, foram lucrado, foram ajudado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram beneficiado'.,Revisar o número do particípio; provável forma plural: 'beneficiados'.
SEM NÚMERO DE OCORRÊNCIAS,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
ἀφέθησαν,863,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram mandado embora,"eles(as) foram mandado embora, foram partido, foram perdoado, foram permitido, foram abandonado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram mandado'.,Revisar o número do particípio; provável forma plural: 'mandados'.
L,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
λογίζεσθαι,3049,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,calcular,"calcular, considerar, contabilizar, pensar, imputar.",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'calcular'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
M,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
μνησθῶ,3403,V-ASP-1S,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Singular,lembre,"eu seja lembrado, seja estado atento",passiva_a_confirmar,revisar,"'V-ASP-1S' é passiva, porém a passiva não está explícita em 'lembre'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
N,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
τηρεῖσθαι,5083,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,manter,"manter, guardar, observar, zelar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'manter'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἀναγινώσκεται,314,V-PIP-3S,Verbo - Presente Indicativo Passiva - 3ª Pessoa Singular,é lido,"ele(a) é lido, é reconhecido, é sabido de novo",passiva_a_confirmar,revisar,"'V-PIP-3S' é passiva, porém a passiva não está explícita em 'é lido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀνακεφαλαιοῦται,346,V-PIP-3S,Verbo - Presente Indicativo Passiva - 3ª Pessoa Singular,é reunido(a),"ele(a) é resumido, é reunido, é unido",passiva_a_confirmar,revisar,"'V-PIP-3S' é passiva, porém a passiva não está explícita em 'é reunido(a)'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀνιστάμενος,450,V-PMP-NMS,Verbo -,levantar,"levantar, subir, levantar-se, ressuscitar",passiva_sem_marca,alta,"'V-PMP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'levantar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἀπειθοῦντα,544,V-PAP-AMS,Verbo -,desobedeça,"desobedeça, seja desobediente, recuse-se a acreditar",passiva_a_confirmar,revisar,"'V-PAP-AMS' é passiva, porém a passiva não está explícita em 'desobedeça'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀποδιδοὺς,591,V-PAP-NMS,Verbo -,retribuir,"retribuir, devolver, render",passiva_sem_marca,alta,"'V-PAP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'retribuir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἀποκτένεσθαι,615,V-PNP,Verbo - Presente Infinitivo Passiva,matar,"matar, assassinar, condenar à morte",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'matar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἀρξάμενον,756,V-AMP-ANS,Verbo - Aoristo Particípio Média - Acusativo Neutro Singular,tendo começado,tendo começado,passiva_a_confirmar,revisar,"'V-AMP-ANS' é passiva, porém a passiva não está explícita em 'tendo começado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
βλασφημείσθω,987,V-PMP-3S,Verbo - Presente Imperativo Passiva - 3ª Pessoa Singular,é blasfemado,"ele(a) é blasfemado, é falado mal, é caluniado, é injuriado.",passiva_a_confirmar,revisar,"'V-PMP-3S' é passiva, porém a passiva não está explícita em 'é blasfemado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διαπορεῖσθαι,1280,V-PNP,Verbo - Presente Infinitivo Passiva,estar perplexo,"estar perplexo, estar em dúvida, estar perdido",passiva_a_confirmar,revisar,"'V-PNP' é passiva, porém a passiva não está explícita em 'estar perplexo'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διαταξάμενός,1299,V-AMP-NMS,Verbo -,organizar,"organizar, ordenar, comandar, dirigir",passiva_sem_marca,alta,"'V-AMP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'organizar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
διορυγῆναι,1358,V-ANP,Verbo - Aoristo Infinitivo Passiva,cavar,"cavar, romper",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'cavar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
διψῶντα,1372,V-PAP-AMS,Verbo -,ter sede,"ter sede, desejar sinceramente",passiva_a_confirmar,revisar,"'V-PAP-AMS' é passiva, porém a passiva não está explícita em 'ter sede'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐγκόπτω,1465,V-PNP,Verbo - Presente Infinitivo Passiva,impedir,"impedir, cortar",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'impedir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἐκγαμίσκονται,1548,V-PIP-3P,Verbo - Presente Indicativo Passiva - 3ª Pessoa Plural,são dado em casamento,eles(as) são dado em casamento,passiva_a_confirmar,revisar,"'V-PIP-3P' é passiva, porém a passiva não está explícita em 'são dado em casamento'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐκδέχεται,1551,V-PIM/P-3S,Verbo - Presente Indicativo Média ou Passiva - 3ª Pessoa Singular,esperar,"esperar, procurar",media_passiva_ambigua,revisar,'V-PIM/P-3S' é média ou passiva e 'pt' é infinitivo ativo: 'esperar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐλεηθῶσιν,1653,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam tido misericórdia,"eles(as) sejam tido misericórdia, sejam mostrado compaixão, sejam sido misericordioso.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam tido'.,Revisar o número do particípio; provável forma plural: 'tidos'.
ἐλιθάσθησαν,3034,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram apedrejado,"eles(as) foram apedrejado, foram atirado pedras",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram apedrejado'.,Revisar o número do particípio; provável forma plural: 'apedrejados'.
ἐλογίσθημεν,3049,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos calculado,"nós fomos calculado, fomos considerado, fomos contabilizado, fomos pensado, fomos imputado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos calculado'.,Revisar o número do particípio; provável forma plural: 'calculados'.
ἐνεδυναμώθησαν,1743,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram capacitado,"eles(as) foram capacitado, foram fortalecido, foram tornado forte",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram capacitado'.,Revisar o número do particípio; provável forma plural: 'capacitados'.
ἐνεχθῆναι,5342,V-ANP,Verbo - Aoristo Infinitivo Passiva,suportar,"suportar, carregar, trazer, liderar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'suportar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
