forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐπειράσθησαν,3985,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram testados,"eles(as) foram testado, foram tentado, foram examinado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram testados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πεμφθέντες,3992,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido enviados,tendo sido enviados,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido enviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
περιετμήθητε,4059,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes circuncidados,vós fostes circuncidado,passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes circuncidados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
περιτμηθῆτε,4059,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais circuncidados,vós sejais circuncidado,passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais circuncidados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπικράνθησαν,4087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornados(as) amargos(as),"eles(as) foram tornados(as) amargos(as), foram amargurados, foram exasperados",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram tornados(as) amargos(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπιστεύθησαν,4100,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram cridos(as),"eles(as) foram cridos(as), tiveram fé, foram confiados",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram cridos(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πλατύνθητε,4115,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois ampliados,vós sois ampliado,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois ampliados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πληθυνθῆναι,4129,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser multiplicado,ser multiplicado,passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser multiplicado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πληρωθέντων,4137,V-APP-GNP,Verbo - Aoristo Particípio Passiva - Genitivo Neutro Plural,tendo sido preenchidos,"tendo sido preenchidos, tendo sido completados, tendo sido cumpridos",passiva_a_confirmar,revisar,"'V-APP-GNP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido preenchidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πληρωθήσονται,4137,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão preenchidos,"eles(as) serão preenchidos, serão completado, serão cumprido",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão preenchidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπλουτίσθητε,4148,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes enriquecidos,vós fostes enriquecido,passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes enriquecidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐποτίσθημεν,4222,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos dados para beber,"nós fomos dado para beber, fomos regado",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos dados para beber'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπρίσθησαν,4249,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram serrados,"eles(as) foram serrado, foram cortado com serra",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram serrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προβιβασθεῖσα,4264,V-APP-NFS,Verbo - Aoristo Particípio Passiva - Nominativo Feminino Singular,tendo sido induzida,"tendo sido induzida, instruída, impelida",passiva_a_confirmar,revisar,"'V-APP-NFS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido induzida'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προορισθέντες,4309,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido predestinados,"tendo sido predestinados, tendo sido preordenados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido predestinados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προπεμφθέντες,4311,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido enviados,"tendo sido enviados, tendo sido acompanhados, tendo sido escoltados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido enviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προσεκληρώθησαν,4345,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,voltaram-se,eles(as) voltaram-se para,passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'voltaram-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προσεκλίθη,4345,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,voltou-se,"ele(a) inclinou-se para, voltou-se para, aderiu a",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'voltou-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προσωρμίσθησαν,4358,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazidos para o porto,"eles(as) foram trazido para o porto, foram atracado, foram ancorado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram trazidos para o porto'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προσετέθησαν,4369,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram adicionados,"eles(as) foram adicionado, foram aumentado, foram continuado, foram prosseguido",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram adicionados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
προσηνέχθησαν,4374,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazidos,"eles(as) foram trazido, foram oferecido, foram apresentado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram trazidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πτοηθέντες,4422,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido assustados,"tendo sido assustados, tendo sido aterrorizados, tendo sido ficados alarmado",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido assustados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πτοηθῆτε,4422,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais assustados,"vós sejais assustado, sejais aterrorizado, sejais ficado alarmado",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais assustados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ῥυσθέντας,4506,V-APP-AMP,Verbo - Aoristo Particípio Passiva - Acusativo Masculino Plural,tendo sido resgatados,"tendo sido resgatados, tendo sido entregados, tendo sido salvos",passiva_a_confirmar,revisar,"'V-APP-AMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido resgatados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ῥυσθῶμεν,4506,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos resgatados,"nós sejamos resgatado, sejamos entregado, sejamos salvo",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos resgatados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐσείσθησαν,4579,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram sacudidos,"eles(as) foram sacudido, foram feito tremer, foram agitado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram sacudidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σκορπισθῆτε,4650,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais espalhados,"vós sejais espalhado, sejais dispersado",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais espalhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σπαρέντες,4687,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido semeados,tendo sido semeados,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido semeados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐστερεώθησαν,4732,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram firmados,"eles(as) foram firmado, foram estabelecido, foram fortalecido",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram firmados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
στραφέντες,4762,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo se virado,"tendo se virado, tendo se voltado, tendo se convertido",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo se virado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
στραφῆτε,4762,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,vos volteis,"vós sejais virados, sejais voltados, sejais convertidos",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'vos volteis'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
στραφῶσιν,4762,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,se virem,"eles(as) se virem, voltem, convertam",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'se virem'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐστράφησαν,4762,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,se viraram,"eles(as) se viraram, voltaram, converteram",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'se viraram'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συμβιβασθέντες,4822,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido unidos,"tendo sido unidos, tendo sido reunidos, tendo sido instruídos, tendo sido provados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido unidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συμπαρακληθῆναι,4837,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser confortado(a),"ser confortado(a), encorajado(a), exortado(a)",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser confortado(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνάχθητε,4863,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois reunidos,vós sois reunido,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συναχθέντες,4863,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido reunidos,tendo sido reunidos,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συναχθέντων,4863,V-APP-GMP,Verbo - Aoristo Particípio Passiva - Genitivo Masculino Plural,tendo sido reunidos,tendo sido reunidos,passiva_a_confirmar,revisar,"'V-APP-GMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συναπαχθέντες,4879,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido desviados,"tendo sido desviados, tendo sido levados, tendo sido sidos desencaminhado",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido desviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνετάφημεν,4916,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos enterrados juntos,"nós fomos enterrado juntos, fomos sido enterrado com",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos enterrados juntos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνταφέντες,4916,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido enterrados juntos,"tendo sido enterrados juntos, tendo sido sidos enterrado com",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido enterrados juntos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συντελεσθεισῶν,4931,V-APP-GFP,Verbo - Aoristo Particípio Passiva - Genitivo Feminino Plural,tendo sido completados,"tendo sido completados, tendo sido realizados, tendo sido postos fim",passiva_a_confirmar,revisar,"'V-APP-GFP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido completados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συντετριμμένους,4937,V-RPP-AMP,Verbo - Perfeito Particípio Passiva - Acusativo Masculino Plural,tendo sido esmagados,"tendo sido esmagados, tendo sido quebrados, tendo sido machucados",passiva_a_confirmar,revisar,"'V-RPP-AMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido esmagados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνυπεκρίθησαν,4942,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,juntaram-se à hipocrisia,"eles(as) juntaram-se à hipocrisia, agiram hipocritamente juntos",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'juntaram-se à hipocrisia'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συσταυρωθέντες,4957,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido crucificados com,tendo sido crucificados com,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido crucificados com'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐσχίσθησαν,4977,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram divididos,"eles(as) foram dividido, foram separado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram divididos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σωθῶ,4982,V-ASP-1S,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Singular,seja salvo,"eu seja salvo, seja resgatado, seja libertado, seja curado, seja preservado",passiva_a_confirmar,revisar,"'V-ASP-1S' é passiva, mas a tradução não explicita claramente a passiva: 'seja salvo'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ταραχθῆτε,5015,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais perturbados,"vós sejais perturbado, sejais incomodado, sejais agitado",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais perturbados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
τελειωθῶσιν,5048,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completados,"eles(as) sejam completado, sejam aperfeiçoado, sejam realizado, sejam posto fim.",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam completados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
τελεσθήσονται,5055,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão cumpridos(as),"eles(as) serão completados, serão terminados, serão cumpridos, serão realizados.",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão cumpridos(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
τελεσθῶσιν,5055,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completados,"eles(as) sejam completado, sejam terminado, sejam cumprido, sejam realizado.",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam completados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
τεθῶσιν,5087,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam colocados,"eles(as) sejam colocado, sejam nomeado, sejam estabelecido",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam colocados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
τιμωρηθῶσιν,5097,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam punidos,"eles(as) sejam punido, sejam vingado, sejam justificado",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam punidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐτυμπανίσθησαν,5178,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram torturados,"eles(as) foram torturado, foram batido, foram tamborilado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram torturados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὑβρισθέντες,5195,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido insultados,"tendo sido insultados, tendo sido maltratados, tendo sido agidos com arrogância",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido insultados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὑποταγέντων,5293,V-APP-GMP,Verbo - Aoristo Particípio Passiva - Genitivo Masculino Plural,tendo sido sujeitados,"tendo sido sujeitados, tendo sido subordinados, tendo sido submetidos, tendo sido estados sob obediência",passiva_a_confirmar,revisar,"'V-APP-GMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido sujeitados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὑψωθῆτε,5312,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais elevados,"vós sejais elevado, sejais exaltado, sejais elevado alto",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais elevados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φανῶμεν,5316,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos manifestados,"nós sejamos exibidos, sejamos manifestados",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos manifestados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐφάνησαν,5316,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram manifestados,"eles(as) foram exibidos, foram manifestados",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram manifestados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φανερωθήσεσθε,5319,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis manifestos,"vós sereis tornado manifesto, sereis revelado, sereis dado a conhecer, sereis mostrado abertamente.",passiva_a_confirmar,revisar,"'V-FIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sereis manifestos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φανερωθεῖσαν,5319,V-APP-AFS,Verbo - Aoristo Particípio Passiva - Acusativo Feminino Singular,tendo sido manifesta,"tendo sido tornado manifesto, tendo sido revelado, tendo sido dado a conhecer, tendo sido mostrado abertamente.",passiva_a_confirmar,revisar,"'V-APP-AFS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido manifesta'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φανερωθῶσιν,5319,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam manifestos(as),"eles(as) sejam tornado manifesto, sejam revelado, sejam dado a conhecer, sejam mostrado abertamente.",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam manifestos(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐφανερώθησαν,5319,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram manifestos(as),"eles(as) foram tornados manifestos, foram revelados, foram dados a conhecer, foram mostrados abertamente.",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram manifestos(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φθαρήσονται,5351,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será destruído,"ele(a) será destruído, será corrompido, será estragado",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será destruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φθαρῇ,5351,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,seja destruído,"ele(a) seja destruído, seja corrompido, seja estragado",passiva_a_confirmar,revisar,"'V-ASP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'seja destruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φοβηθέντες,5399,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido temidos,"tendo sido temidos, tendo sido tidos medo, reverência",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido temidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φυτεύθητι,5452,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,estás plantado,tu estás plantado,passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'estás plantado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φωτισθέντας,5461,V-APP-AMP,Verbo - Aoristo Particípio Passiva - Acusativo Masculino Plural,tendo sido iluminados,"tendo sido iluminados, tendo sido trazidos à luz, tendo sido esclarecidos.",passiva_a_confirmar,revisar,"'V-APP-AMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido iluminados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
φωτισθέντες,5461,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido iluminados,"tendo sido iluminados, tendo sido trazidos à luz, tendo sido esclarecidos.",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido iluminados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χαρήσομαι,5463,V-FIP-1S,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Singular,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-FIP-1S' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χαρήσονται,5463,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐχάρημεν,5463,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐχάρητε,5463,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χαρισθέντα,5483,V-APP-ANP,Verbo - Aoristo Particípio Passiva - Acusativo Neutro Plural,tendo sido concedidos,"tendo sido concedidos, tendo sido dados livremente, tendo sido perdoados, tendo sido mostrados favor",passiva_a_confirmar,revisar,"'V-APP-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido concedidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χορτασθήσεσθε,5526,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis alimentados,"vós sereis alimentados, sereis preenchidos, sereis satisfeitos",passiva_a_confirmar,revisar,"'V-FIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sereis alimentados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
