grego,strongs,campo,palavra_suspeita,texto_contexto,sugestao,decisao
μωσῇ,3475,traducao,moisé,ao Moisé,,
μωσῇ,3475,pt,moisé,ao Moisé,,
μωσῆν,3475,traducao,moisé,Moisé,,
μωσῆν,3475,pt,moisé,Moisé,,
ναθάν,3481,traducao,nathan,nathan,,
ναθάν,3481,pt,nathan,nathan,,
νεεμὰν,3497,traducao,naamã,Naamã,,
νεεμὰν,3497,pt,naamã,Naamã,,
νηρέα,3517,traducao,nereu,Nereu,,
νηρέα,3517,pt,nereu,Nereu,,
νικήσῃς,3528,traducao,prevalecas,"tu conquistes, superes, prevalecas, obtas vitória",,
νικήσῃς,3528,traducao,obtas,"tu conquistes, superes, prevalecas, obtas vitória",,
νικόπολιν,3533,traducao,nicópoli,Nicópoli,,
νικόπολιν,3533,pt,nicópoli,Nicópoli,,
νινευῒ,3535,traducao,nínive,nínive,,
νινευῒ,3535,pt,nínive,nínive,,
ὁμολογήσῃς,3670,traducao,reconhecas,"tu confesses, reconhecas, concordes",,
ὁμολογῶ,3670,traducao,reconheco,"eu confesso, reconheco, concordo",,
παλιγγενεσίᾳ,3824,traducao,regeneraçõe,à regeneraçõe,,
παλιγγενεσίᾳ,3824,pt,regeneraçõe,à regeneraçõe,,
παλιγγενεσίας,3824,traducao,regeneraçõe,da regeneraçõe,,
παλιγγενεσίας,3824,pt,regeneraçõe,da regeneraçõe,,
παραρρυῶμεν,3901,traducao,esçapado,"se tendo afastado, tendo esçapado, tendo fluido",,
παρέδωκας,3860,traducao,traiste,"tu entregaste, traiste, confiaste",,
περσίδα,4069,traducao,persi,persi,,
περσίδα,4069,pt,persi,persi,,
πέσητε,4098,traducao,perecais,"vós caiais, desçais, perecais, falheis",,
πέσωσιν,4098,traducao,perecam,"eles(as) caiam, desçam, perecam, falhem",,
πισιδίας,4099,traducao,pisídia,da Pisídia,,
πισιδίας,4099,pt,pisídia,da Pisídia,,
πλημμύρας,4132,traducao,inundaçõe,da inundaçõe,,
πλημμύρας,4132,pt,inundaçõe,da inundaçõe,,
ποντίῳ,4194,traducao,pôncio,ao Pôncio,,
ποντίῳ,4194,pt,pôncio,ao Pôncio,,
προαιρεῖται,4255,traducao,prope,"ele(a) escolhe de antemão, prefere, prope",,
πρόνοιαν,4307,traducao,previsõe,previsõe,,
πρόνοιαν,4307,pt,previsõe,previsõe,,
προσκαλεσάσθω,4341,traducao,convoce,"ele(a) chame a si mesmo, convoce, convide",,
πρόσκλησιν,4346,traducao,inclinaçõe,inclinaçõe,,
πρόσκλησιν,4346,pt,inclinaçõe,inclinaçõe,,
προσφέρωσιν,4374,traducao,oferecam,"eles(as) tragam, oferecam, apresentem",,
πώρωσις,4457,traducao,endurecimenta,endurecimenta,,
πώρωσις,4457,pt,endurecimenta,endurecimenta,,
ῥεμφάν,4481,traducao,remfano,remfano,,
ῥεμφάν,4481,pt,remfano,remfano,,
ῥουβίμ,4502,traducao,ruben,Ruben,,
ῥουβίμ,4502,pt,ruben,Ruben,,
σατᾶν,4566,traducao,sataná,sataná,,
σατᾶν,4566,pt,sataná,sataná,,
σπανίαν,4681,traducao,espanha,Espanha,,
σπανίαν,4681,pt,espanha,Espanha,,
στεναγμοῖς,4726,traducao,gemendos,aos gemendos,,
στεναγμοῖς,4726,pt,gemendos,aos gemendos,,
σύμφημι,4852,traducao,reuno,"eu reuno, sou lucrativo, sou conveniente.",,
σύμφημι,4852,pt,reuno,reuno,,
συναναπαύσωμαι,4875,traducao,desçansar,"desçansar, encontrar desçanso juntos",,
συναναπαύσωμαι,4875,traducao,desçanso,"desçansar, encontrar desçanso juntos",,
συναναπαύσωμαι,4875,pt,desçansar,desçansar,,
συνίστημι,4921,traducao,estabeleco,"eu elogio, estabeleco, demonstro, provo, manto unido",,
συραφοινίκισσα,4949,traducao,sirofenícia,mulher sirofenícia,,
συραφοινίκισσα,4949,pt,sirofenícia,mulher sirofenícia,,
σύρτην,4950,traducao,sirti,sirti,,
σύρτην,4950,pt,sirti,sirti,,
σωσίπατρος,4989,traducao,sosípatro,Sosípatro,,
σωσίπατρος,4989,pt,sosípatro,Sosípatro,,
ταβηθά,5000,traducao,tabito,Tabito,,
ταβηθά,5000,pt,tabito,Tabito,,
τεσσαρακονταετῆ,5063,traducao,quarento,quarento anos,,
τεσσαρακονταετῆ,5063,pt,quarento,quarento anos,,
τεσσαρακονταετὴς,5063,traducao,quarento,quarento anos,,
τεσσαρακονταετὴς,5063,pt,quarento,quarento anos,,
τετηρήκασιν,5083,traducao,manteram,"eles(as) manteram, guardaram, observaram, zelaram",,
τετηρήκασιν,5083,pt,manteram,manteram,,
τετράρχου,5076,traducao,tetrarco,do tetrarco,,
τετράρχου,5076,pt,tetrarco,do tetrarco,,
τραπεζίταις,5133,traducao,doladores,aos doladores de dinheiro,,
τραπεζίταις,5133,pt,doladores,aos doladores de dinheiro,,
τρέφηται,5142,traducao,educe,"ele(a) nutra, alimente, educe",,
ὑπέθηκαν,5294,traducao,properam,"eles(as) estabeleceram, sugeriram, properam, definiram antes",,
ὑποπιάζῃ,5299,traducao,esbofetee,"ele(a) ataque sob os olhos, esbofetee, discipline",,
ὑποπιάζῃ,5299,pt,atace,atace sob os olhos,,
φάλεγ,5317,traducao,pelegue,Pelegue,,
φάλεγ,5317,pt,pelegue,Pelegue,,
φλέγοντα,5393,traducao,flégon,flégon,,
φλέγοντα,5393,pt,flégon,flégon,,
φοίβην,5402,traducao,febe,Febe,,
φοίβην,5402,pt,febe,Febe,,
φρόνημα,5427,traducao,mindset,mindset,,
φρόνημα,5427,pt,mindset,mindset,,
χερουβὶμ,5502,traducao,querubin,querubin,,
χερουβὶμ,5502,pt,querubin,querubin,,
χορηγήσαι,5524,traducao,forneca,ele(a) forneca,,
χορηγήσαι,5524,pt,forneca,forneca,,
ψαλλέτω,5567,traducao,toce,"ele(a) cante, faça melodia, toce instrumento de cordas.",,
ὡσηὲ,5617,traducao,oséio,oséio,,
ὡσηὲ,5617,pt,oséio,oséio,,
