grego;strongs;campo;palavra_original;decisao;antes;depois
Περγάμῳ;4010;traducao;pérgamo;Pérgamo;à Pérgamo ou pérgamo;à Pérgamo ou Pérgamo
Περγάμῳ;4010;pt;pérgama;Pérgamo;à pérgama ou pérgamo;à Pérgamo ou pérgamo
Περγάμῳ;4010;pt;pérgamo;Pérgamo;à Pérgamo ou pérgamo;à Pérgamo ou Pérgamo
Πέργαμον;4010;traducao;pérgama;REVISAR MANUALMENTE;pérgama ou pérgamo;REVISAR MANUALMENTE ou pérgamo
Πέργαμον;4010;traducao;pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE ou pérgamo;REVISAR MANUALMENTE ou REVISAR MANUALMENTE
Πέργαμον;4010;pt;pérgama;REVISAR MANUALMENTE;pérgama ou pérgamo;REVISAR MANUALMENTE ou pérgamo
Πέργαμον;4010;pt;pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE ou pérgamo;REVISAR MANUALMENTE ou REVISAR MANUALMENTE
Πέργῃ;4011;traducao;perga;Perge;à Perga;à Perge
Πέργῃ;4011;pt;perga;Perge;à Perga;à Perge
Πέργης;4011;traducao;perga;Perge;da Perga;da Perge
Πέργης;4011;pt;perga;Perge;da Perga;da Perge
Πέργην;4011;traducao;perga;Perge;Perga;Perge
Πέργην;4011;pt;perga;Perge;Perga;Perge
περίψημα;4067;traducao;offscouring;escória;offscouring;escória
περίψημα;4067;pt;offscouring;escória;offscouring;escória
περσίδα;4069;traducao;persi;persas;persi;persas
περσίδα;4069;pt;persi;persas;persi;persas
πινακίδιον;4093;traducao;tablet;tabuleta;pequeno tablet;pequeno tabuleta
πινακίδιον;4093;pt;tablet;tabuleta;pequeno tablet;pequeno tabuleta
πέσωσιν;4098;traducao;perecam;pereçam;eles(as) caiam, desçam, perecam, falhem;eles(as) caiam, desçam, pereçam, falhem
πέσητε;4098;traducao;perecais;pereçais;vós caiais, desçais, perecais, falheis;vós caiais, desçais, pereçais, falheis
πισιδίας;4099;traducao;pisídia;Psídia;da Pisídia;da Psídia
πισιδίας;4099;pt;pisídia;Psídia;da Pisídia;da Psídia
Πισιδίαν;4099;traducao;pisídia;Psídia;Pisídia;Psídia
Πισιδίαν;4099;pt;pisídia;Psídia;Pisídia;Psídia
πλημμύρας;4132;traducao;inundaçõe;inundações;da inundaçõe;da inundações
πλημμύρας;4132;pt;inundaçõe;inundações;da inundaçõe;da inundações
ποντίῳ;4194;traducao;pôncio;Pôncio;ao Pôncio;ao Pôncio
ποντίῳ;4194;pt;pôncio;Pôncio;ao Pôncio;ao Pôncio
Ποντίου;4194;traducao;pôncio;Pôncio;do Pôncio;do Pôncio
Ποντίου;4194;pt;pôncio;Pôncio;do Pôncio;do Pôncio
Πόντιος;4194;traducao;pôncio;Pôncio;Pôncio;Pôncio
Πόντιος;4194;pt;pôncio;Pôncio;Pôncio;Pôncio
Ποπλίῳ;4196;traducao;públio;Públio;ao Públio;ao Públio
Ποπλίῳ;4196;pt;públio;Públio;ao Públio;ao Públio
Ποπλίου;4196;traducao;públio;Públio;do Públio;do Públio
Ποπλίου;4196;pt;públio;Públio;do Públio;do Públio
Πόρκιον;4201;traducao;pórcio;Pórcio;pórcio;Pórcio
Πόρκιον;4201;pt;pórcio;Pórcio;pórcio;Pórcio
Ποτιόλους;4223;traducao;putéolis;Putéolis;Putéolis;Putéolis
Ποτιόλους;4223;pt;putéolis;Putéolis;Putéolis;Putéolis
Πρίσκιλλα;4252;traducao;priscila;Priscila;Priscila;Priscila
Πρίσκιλλα;4252;pt;priscila;Priscila;Priscila;Priscila
Πρίσκιλλαν;4252;traducao;priscila;Priscila;Priscila;Priscila
Πρίσκιλλαν;4252;pt;priscila;Priscila;Priscila;Priscila
προαιρεῖται;4255;traducao;prope;propõe;ele(a) escolhe de antemão, prefere, prope;ele(a) escolhe de antemão, prefere, propõe
προεγράφη;4270;traducao;escrevido;escrito;ele(a) foi escrevido antes, foi retratado publicamente, foi anunciado de antemão;ele(a) foi escrito antes, foi retratado publicamente, foi anunciado de antemão
προεγράφη;4270;pt;escrevido;escrito;foi escrevido antes;foi escrito antes
προθύμως;4290;traducao;ânsio;ânsia;ânsio;ânsia
προθύμως;4290;pt;ânsio;ânsia;ânsio;ânsia
πρόνοιαν;4307;traducao;previsõe;previsões;previsõe;previsões
πρόνοιαν;4307;pt;previsõe;previsões;previsõe;previsões
προσκαλεσάσθω;4341;traducao;convoce;convoque;ele(a) chame a si mesmo, convoce, convide;ele(a) chame a si mesmo, convoque, convide
πρόσκλησιν;4346;traducao;inclinaçõe;inclinações;inclinaçõe;inclinações
πρόσκλησιν;4346;pt;inclinaçõe;inclinações;inclinaçõe;inclinações
προσφέρωσιν;4374;traducao;oferecam;ofereçam;eles(as) tragam, oferecam, apresentem;eles(as) tragam, ofereçam, apresentem
προεφήτευσαν;4395;traducao;predizeram;predisseram;eles(as) profetizaram, falaram por inspiração divina, predizeram;eles(as) profetizaram, falaram por inspiração divina, predisseram
ἐπροφήτευσαν;4395;traducao;predizeram;predisseram;eles(as) profetizaram, falaram por inspiração divina, predizeram;eles(as) profetizaram, falaram por inspiração divina, predisseram
προφητεύσουσιν;4395;traducao;predizerão;predirão;eles(as) profetizarão, predizerão;eles(as) profetizarão, predirão
προφητεύωσιν;4395;traducao;predizam;prediziam;eles(as) profetizem, falem por inspiração divina, predizam;eles(as) profetizem, falem por inspiração divina, prediziam
προφητεύητε;4395;traducao;predizais;predigais;vós profetizeis, faleis por inspiração divina, predizais;vós profetizeis, faleis por inspiração divina, predigais
Πρόχορον;4402;traducao;prócoro;Prócoro;Prócoro;Prócoro
Πρόχορον;4402;pt;prócoro;Prócoro;Prócoro;Prócoro
πρώτοις;4413;traducao;ens;em;aos ens primeiro lugar;aos em primeiro lugar
πρώτοις;4413;pt;ens;em;aos ens primeiro lugar;aos em primeiro lugar
πρῶτα;4413;traducao;ens;em;ens primeiro lugar;em primeiro lugar
πρῶτα;4413;pt;ens;em;ens primeiro lugar;em primeiro lugar
Πτολεμαΐδα;4424;traducao;ptolemaida;Ptolemaida;Ptolemaida;Ptolemaida
Πτολεμαΐδα;4424;pt;ptolemaida;Ptolemaida;Ptolemaida;Ptolemaida
πώρωσις;4457;traducao;endurecimenta;endurecimento;endurecimenta;endurecimento
πώρωσις;4457;pt;endurecimenta;endurecimento;endurecimenta;endurecimento
Ῥαὰβ;4460;traducao;raabe;Raabe;Raabe;Raabe
Ῥαὰβ;4460;pt;raabe;Raabe;Raabe;Raabe
Ῥαγαύ;4466;traducao;reu;Reú;reu;Reú
Ῥαγαύ;4466;pt;reu;Reú;reu;Reú
Ῥαχάβ;4477;traducao;raabe;Raabe;Raabe;Raabe
Ῥαχάβ;4477;pt;raabe;Raabe;Raabe;Raabe
Ῥαιφάν;4481;traducao;remfano;Renfã;remfano;Renfã
Ῥαιφάν;4481;pt;remfano;Renfã;remfano;Renfã
ῥεμφάν;4481;traducao;remfano;Renfã;remfano;Renfã
ῥεμφάν;4481;pt;remfano;Renfã;remfano;Renfã
ῥήξωσιν;4486;traducao;rasgem;rasguem;eles(as) quebrem, estourem, rasgem;eles(as) quebrem, estourem, rasguem
Ῥησά;4488;traducao;rheso;Resa;rheso;Resa
Ῥησά;4488;pt;rheso;Resa;rheso;Resa
Ῥουβὴν;4502;traducao;ruben;Ruben;Ruben;Ruben
Ῥουβὴν;4502;pt;ruben;Ruben;Ruben;Ruben
ῥουβίμ;4502;traducao;ruben;Ruben;Ruben;Ruben
ῥουβίμ;4502;pt;ruben;Ruben;Ruben;Ruben
Ῥώμῃ;4516;traducao;roma;Roma;a Roma;a Roma
Ῥώμῃ;4516;pt;roma;Roma;a Roma;a Roma
Ῥώμης;4516;traducao;roma;Roma;da roma;da Roma
Ῥώμης;4516;pt;roma;Roma;da roma;da Roma
Ῥώμην;4516;traducao;roma;Roma;Roma;Roma
Ῥώμην;4516;pt;roma;Roma;Roma;Roma
Σαδώκ;4524;traducao;zadoque;Zadoque;Zadoque;Zadoque
Σαδώκ;4524;pt;zadoque;Zadoque;Zadoque;Zadoque
Σαλαθιήλ;4528;traducao;salatiel;Salatiel;Salatiel;Salatiel
Σαλαθιήλ;4528;pt;salatiel;Salatiel;Salatiel;Salatiel
Σαλαμῖνι;4529;traducao;salamina;Salamina;à salamina;à Salamina
Σαλαμῖνι;4529;pt;salamina;Salamina;à salamina;à Salamina
Σαλμώνην;4534;traducao;salmone;Salmon;Salmone;Salmon
Σαλμώνην;4534;pt;salmone;Salmon;Salmone;Salmon
σαλπιστῶν;4538;traducao;trompetistos;trompetistas;dos trompetistos;dos trompetistas
σαλπιστῶν;4538;pt;trompetistos;trompetistas;dos trompetistos;dos trompetistas
Σαλώμη;4539;traducao;salomé;Salomé;Salomé;Salomé
Σαλώμη;4539;pt;salomé;Salomé;Salomé;Salomé
Σαμαρείας;4540;traducao;samaria;Samaria;de Samaria;de Samaria
Σαμαρείας;4540;pt;samaria;Samaria;de Samaria;de Samaria
Σαμάρεια;4540;traducao;samaria;Samaria;Samaria;Samaria
Σαμάρεια;4540;pt;samaria;Samaria;Samaria;Samaria
Σαμάρειαν;4540;traducao;samaria;Samaria;Samaria;Samaria
Σαμάρειαν;4540;pt;samaria;Samaria;Samaria;Samaria
Σαμοθρᾴκην;4543;traducao;samotrácia;Samotrácia;samotrácia;Samotrácia
Σαμοθρᾴκην;4543;pt;samotrácia;Samotrácia;samotrácia;Samotrácia
Σαμουὴλ;4545;traducao;samuel;Samuel;Samuel;Samuel
Σαμουὴλ;4545;pt;samuel;Samuel;Samuel;Samuel
σανδάλιά;4547;traducao;sandálios;sandálias;sandálios;sandálias
σανδάλιά;4547;pt;sandálios;sandálias;sandálios;sandálias
Σαούλ;4549;traducao;saul;Saul;Saul;Saul
Σαούλ;4549;pt;saul;Saul;Saul;Saul
Σάρεπτα;4558;traducao;sarepta;Sarepta;Sarepta;Sarepta
Σάρεπτα;4558;pt;sarepta;Sarepta;Sarepta;Sarepta
Σερούχ;4562;traducao;serugue;Serugue;serugue;Serugue
Σερούχ;4562;pt;serugue;Serugue;serugue;Serugue
ἀσσάρωνα;4565;traducao;sarom;Sarom;Sarom;Sarom
ἀσσάρωνα;4565;pt;sarom;Sarom;Sarom;Sarom
Σαρῶνα;4565;traducao;sharon;Sarom;sharon;Sarom
Σαρῶνα;4565;pt;sharon;Sarom;sharon;Sarom
σατᾶν;4566;traducao;sataná;Satanás;sataná;Satanás
σατᾶν;4566;pt;sataná;Satanás;sataná;Satanás
Σαύλῳ;4569;traducao;saulo;Saulo;ao Saulo;ao Saulo
Σαύλῳ;4569;pt;saulo;Saulo;ao Saulo;ao Saulo
Σαύλου;4569;traducao;saulo;Saulo;do Saulo;do Saulo
Σαύλου;4569;pt;saulo;Saulo;do Saulo;do Saulo
Σαῦλος;4569;traducao;saulo;Saulo;Saulo;Saulo
Σαῦλος;4569;pt;saulo;Saulo;Saulo;Saulo
Σαῦλον;4569;traducao;saulo;Saulo;Saulo;Saulo
Σαῦλον;4569;pt;saulo;Saulo;Saulo;Saulo
Σελεύκειαν;4581;traducao;selêucia;Selêucia;Selêucia;Selêucia
Σελεύκειαν;4581;pt;selêucia;Selêucia;Selêucia;Selêucia
Σεργίῳ;4588;traducao;sérgio;Sérgio;ao Sérgio;ao Sérgio
Σεργίῳ;4588;pt;sérgio;Sérgio;ao Sérgio;ao Sérgio
ἐσίγησεν;4601;traducao;manteu;manteve;ele(a) ficou em silêncio, manteu o silêncio, manteu a paz;ele(a) ficou em silêncio, manteve o silêncio, manteve a paz
Σιδῶνι;4605;traducao;sidon;Sidon;a Sidon;a Sidon
Σιδῶνι;4605;pt;sidon;Sidon;a Sidon;a Sidon
Σιδῶνος;4605;traducao;sidon;Sidon;de Sidon;de Sidon
Σιδῶνος;4605;pt;sidon;Sidon;de Sidon;de Sidon
Σιδῶνα;4605;traducao;sídon;Sidon;sídon;Sidon
Σιδῶνα;4605;pt;sídon;Sidon;sídon;Sidon
Σιλωάμ;4611;traducao;siloé;Siloé;Siloé;Siloé
Σιλωάμ;4611;pt;siloé;Siloé;Siloé;Siloé
Σοδόμοις;4670;traducao;sodoma;Sodoma;a Sodoma;a Sodoma
Σοδόμοις;4670;pt;sodoma;Sodoma;a Sodoma;a Sodoma
Σοδόμων;4670;traducao;sodoma;Sodoma;de Sodoma;de Sodoma
Σοδόμων;4670;pt;sodoma;Sodoma;de Sodoma;de Sodoma
Σόδομα;4670;traducao;sodoma;Sodoma;Sodoma;Sodoma
Σόδομα;4670;pt;sodoma;Sodoma;Sodoma;Sodoma
σπανίαν;4681;traducao;espanha;Espanha;Espanha;Espanha
σπανίαν;4681;pt;espanha;Espanha;Espanha;Espanha
στεῖραι;4723;traducao;estéris;estéreis;estéris;estéreis
στεῖραι;4723;pt;estéris;estéreis;estéris;estéreis
στεναγμοῖς;4726;traducao;gemendos;gemendo;aos gemendos;aos gemendo
στεναγμοῖς;4726;pt;gemendos;gemendo;aos gemendos;aos gemendo
στενοχωρεῖσθε;4729;pt;estáis;estais;estáis angustiado;estais angustiado
στενοχωρεῖσθε;4729;traducao;estáis;estais;vós estáis angustiado, estáis em dificuldade, estáis em um lugar estreito;vós estais angustiado, estais em dificuldade, estais em um lugar estreito
Στεφάνῳ;4736;traducao;estêvão;Estêvão;ao Estêvão;ao Estêvão
Στεφάνῳ;4736;pt;estêvão;Estêvão;ao Estêvão;ao Estêvão
Στεφάνου;4736;traducao;estêvão;Estêvão;do Estêvão;do Estêvão
Στεφάνου;4736;pt;estêvão;Estêvão;do Estêvão;do Estêvão
Στοϊκῶν;4770;traducao;estóicos;estóicos;dos estóicos;dos estóicos
Στοϊκῶν;4770;pt;estóicos;estóicos;dos estóicos;dos estóicos
Συμεών;4826;pt;simeão;Simeão;Simeão;Simeão
Συμεών;4826;traducao;simeão;Simeão;Simeão, Simão;Simeão, Simão
σύμφημι;4852;traducao;reuno;reúno;eu reuno, sou lucrativo, sou conveniente.;eu reúno, sou lucrativo, sou conveniente.
σύμφημι;4852;pt;reuno;reúno;reuno;reúno
συναναπαύσωμαι;4875;pt;desçansar;descansar;desçansar;descansar
συναναπαύσωμαι;4875;traducao;desçansar;descansar;desçansar, encontrar desçanso juntos;descansar, encontrar desçanso juntos
συναναπαύσωμαι;4875;traducao;desçanso;descanso;descansar, encontrar desçanso juntos;descansar, encontrar descanso juntos
συνέχομαι;4912;traducao;restringo;restrinjo;eu mantenho unido, restringo, obrigo, pressiono;eu mantenho unido, restrinjo, obrigo, pressiono
συνίστημι;4921;traducao;estabeleco;estabeleço;eu elogio, estabeleco, demonstro, provo, manto unido;eu elogio, estabeleço, demonstro, provo, manto unido
συνεστήσατε;4921;traducao;mantestes;mantivestes;vós elogiastes, estabelecestes, demonstrastes, provastes, mantestes unido;vós elogiastes, estabelecestes, demonstrastes, provastes, mantivestes unido
Συντύχην;4941;traducao;síntique;Síntique;Síntique;Síntique
Συντύχην;4941;pt;síntique;Síntique;Síntique;Síntique
Συροφοινίκισσα;4949;traducao;sirofenícia;siro-fenícia;mulher sirofenícia;mulher siro-fenícia
Συροφοινίκισσα;4949;pt;sirofenícia;siro-fenícia;mulher sirofenícia;mulher siro-fenícia
συραφοινίκισσα;4949;traducao;sirofenícia;siro-fenícia;mulher sirofenícia;mulher siro-fenícia
συραφοινίκισσα;4949;pt;sirofenícia;siro-fenícia;mulher sirofenícia;mulher siro-fenícia
Σύρτιν;4950;traducao;sirti;Sirti;sirti;Sirti
Σύρτιν;4950;pt;sirti;Sirti;sirti;Sirti
σύρτην;4950;traducao;sirti;Sirti;sirti;Sirti
σύρτην;4950;pt;sirti;Sirti;sirti;Sirti
Συχὰρ;4965;traducao;sicar;Sicar;Sicar;Sicar
Συχὰρ;4965;pt;sicar;Sicar;Sicar;Sicar
Συχέμ;4966;traducao;siquém;Siquém;Siquém;Siquém
Συχέμ;4966;pt;siquém;Siquém;Siquém;Siquém
Σώπατρος;4986;traducao;sópater;Sópater;Sópater;Sópater
Σώπατρος;4986;pt;sópater;Sópater;Sópater;Sópater
Σωσθένην;4988;traducao;sóstene;Sóstenes;Sóstene;Sóstenes
Σωσθένην;4988;pt;sóstene;Sóstenes;Sóstene;Sóstenes
Σωσθένης;4988;traducao;sóstene;Sóstenes;Sóstene;Sóstenes
Σωσθένης;4988;pt;sóstene;Sóstenes;Sóstene;Sóstenes
σωσίπατρος;4989;traducao;sosípatro;Sosípatro;Sosípatro;Sosípatro
σωσίπατρος;4989;pt;sosípatro;Sosípatro;Sosípatro;Sosípatro
σωφρονήσατε;4993;traducao;autocontrolado;Tabita;vós tende a mente sã, sede autocontrolado, tende a mente sóbria;vós tende a mente sã, sede Tabita, tende a mente sóbria
Ταβιθά;5000;traducao;tabito;Tabita;Tabito;Tabita
Ταβιθά;5000;pt;tabito;Tabita;Tabito;Tabita
ταβηθά;5000;traducao;tabito;Tabita;Tabito;Tabita
ταβηθά;5000;pt;tabito;Tabita;Tabito;Tabita
τεράτων;5059;traducao;maravilhos;maravilhas;dos maravilhos;dos maravilhas
τεράτων;5059;pt;maravilhos;maravilhas;dos maravilhos;dos maravilhas
Τερτύλλου;5061;traducao;tértulo;Tértulo;do Tértulo;do Tértulo
Τερτύλλου;5061;pt;tértulo;Tértulo;do Tértulo;do Tértulo
Τέρτυλλος;5061;traducao;tértulo;Tértulo;Tértulo;Tértulo
Τέρτυλλος;5061;pt;tértulo;Tértulo;Tértulo;Tértulo
τεσσαρακονταετῆ;5063;traducao;quarento;quarenta;quarento anos;quarenta anos
τεσσαρακονταετῆ;5063;pt;quarento;quarenta;quarento anos;quarenta anos
τεσσαρακονταετὴς;5063;traducao;quarento;quarenta;quarento anos;quarenta anos
τεσσαρακονταετὴς;5063;pt;quarento;quarenta;quarento anos;quarenta anos
τετραάρχου;5076;traducao;tetrarco;tetrarca;do tetrarco;do tetrarca
τετραάρχου;5076;pt;tetrarco;tetrarca;do tetrarco;do tetrarca
τετράρχου;5076;traducao;tetrarco;tetrarca;do tetrarco;do tetrarca
τετράρχου;5076;pt;tetrarco;tetrarca;do tetrarco;do tetrarca
τετηρήκασιν;5083;traducao;manteram;mantiveram;eles(as) manteram, guardaram, observaram, zelaram;eles(as) mantiveram, guardaram, observaram, zelaram
τετηρήκασιν;5083;pt;manteram;mantiveram;manteram;mantiveram
ἐτήρησάς;5083;pt;manteste;mantiveste;manteste;mantiveste
τετήρηκας;5083;pt;manteste;mantiveste;manteste;mantiveste
ἐτήρησάς;5083;traducao;manteste;mantiveste;tu manteste, guardaste, observaste, zelaste;tu mantiveste, guardaste, observaste, zelaste
τετήρηκας;5083;traducao;manteste;mantiveste;tu manteste, guardaste, observaste, zelaste;tu mantiveste, guardaste, observaste, zelaste
Τιβεριάδος;5085;traducao;tiberíades;Tiberíades;de Tiberíades;de Tiberíades
Τιβεριάδος;5085;pt;tiberíades;Tiberíades;de Tiberíades;de Tiberíades
Τιβερίου;5086;traducao;tibério;Tibério;do Tibério;do Tibério
Τιβερίου;5086;pt;tibério;Tibério;do Tibério;do Tibério
Τιμαίου;5090;traducao;timeu;Timeu;do Timeu;do Timeu
Τιμαίου;5090;pt;timeu;Timeu;do Timeu;do Timeu
Τιμοθέῳ;5095;traducao;timóteo;Timóteo;ao Timóteo;ao Timóteo
Τιμοθέῳ;5095;pt;timóteo;Timóteo;ao Timóteo;ao Timóteo
Τιμοθέου;5095;traducao;timóteo;Timóteo;do Timóteo;do Timóteo
Τιμοθέου;5095;pt;timóteo;Timóteo;do Timóteo;do Timóteo
τιμοθεος;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
τιμοθεος;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεον;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεον;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεε;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεε;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
τετραχηλισμένα;5136;traducao;expido;exposto;tendo se desnudado, tendo se expido;tendo se desnudado, tendo se exposto
Τραχωνίτιδος;5139;traducao;traconite;Traconites;da traconite;da Traconites
Τραχωνίτιδος;5139;pt;traconite;Traconites;da traconite;da Traconites
τρέφηται;5142;traducao;educe;eduque;ele(a) nutra, alimente, educe;ele(a) nutra, alimente, eduque
τρίζει;5149;traducao;moe;mói;ele(a) range, moe;ele(a) range, mói
Τρόφιμον;5161;traducao;trófimo;Trófimo;Trófimo;Trófimo
Τρόφιμον;5161;pt;trófimo;Trófimo;Trófimo;Trófimo
Τρόφιμος;5161;traducao;trófimo;Trófimo;Trófimo;Trófimo
Τρόφιμος;5161;pt;trófimo;Trófimo;Trófimo;Trófimo
Τρῳάδι;5174;traducao;trôade;Trôade;à Trôade;à Trôade
Τρῳάδι;5174;pt;trôade;Trôade;à Trôade;à Trôade
Τρῳάδος;5174;traducao;trôade;Trôade;da Trôade;da Trôade
Τρῳάδος;5174;pt;trôade;Trôade;da Trôade;da Trôade
Τρῳάδα;5174;traducao;trôade;Trôade;Trôade;Trôade
Τρῳάδα;5174;pt;trôade;Trôade;Trôade;Trôade
Τύχικος;5190;traducao;tíquico;Tíquico;Tíquico;Tíquico
Τύχικος;5190;pt;tíquico;Tíquico;Tíquico;Tíquico
Τύχικον;5190;traducao;tíquico;Tíquico;Tíquico;Tíquico
Τύχικον;5190;pt;tíquico;Tíquico;Tíquico;Tíquico
ὑδρωπικὸς;5203;traducao;hidropisical;hidrópico;hidropisical;hidrópico
ὑδρωπικὸς;5203;pt;hidropisical;hidrópico;hidropisical;hidrópico
ὑποκριτῶν;5273;traducao;hipócritos;hipócritas;dos hipócritos;dos hipócritas
ὑποκριτῶν;5273;pt;hipócritos;hipócritas;dos hipócritos;dos hipócritas
ὑποκριτά;5273;traducao;hipócrito;hipócrita;hipócrito;hipócrita
ὑποκριτά;5273;pt;hipócrito;hipócrita;hipócrito;hipócrita
ὑπέθηκαν;5294;traducao;properam;propuseram;eles(as) estabeleceram, sugeriram, properam, definiram antes;eles(as) estabeleceram, sugeriram, propuseram, definiram antes
ὑποπιάζῃ;5299;traducao;esbofetee;esbofeteie;ele(a) ataque sob os olhos, esbofetee, discipline;ele(a) ataque sob os olhos, esbofeteie, discipline
Φάλεκ;5317;traducao;pelegue;Pelegue;Pelegue;Pelegue
Φάλεκ;5317;pt;pelegue;Pelegue;Pelegue;Pelegue
φάλεγ;5317;traducao;pelegue;Pelegue;Pelegue;Pelegue
φάλεγ;5317;pt;pelegue;Pelegue;Pelegue;Pelegue
Φανουήλ;5323;traducao;fanuel;Fanuel;Fanuel;Fanuel
Φανουήλ;5323;pt;fanuel;Fanuel;Fanuel;Fanuel
Φήλικι;5344;traducao;félix;Félix;ao Félix;ao Félix
Φήλικι;5344;pt;félix;Félix;ao Félix;ao Félix
Φήλικος;5344;traducao;félix;Félix;do Félix;do Félix
Φήλικος;5344;pt;félix;Félix;do Félix;do Félix
Φῆλιξ;5344;traducao;félix;Félix;Félix;Félix
Φῆλιξ;5344;pt;félix;Félix;Félix;Félix
Φήλικα;5344;traducao;félix;Félix;Félix;Félix
Φήλικα;5344;pt;félix;Félix;Félix;Félix
φθείρονται;5351;pt;destróem;destroem;destróem;destroem
φθείρουσιν;5351;pt;destróem;destroem;destróem;destroem
φθείρονται;5351;traducao;destróem;destroem;eles(as) destróem, corrompem, estragam;eles(as) destroem, corrompem, estragam
φθείρουσιν;5351;traducao;destróem;destroem;eles(as) destróem, corrompem, estragam;eles(as) destroem, corrompem, estragam
Φιλαδελφείᾳ;5359;traducao;filadélfia;Filadélfia;à Filadélfia;à Filadélfia
Φιλαδελφείᾳ;5359;pt;filadélfia;Filadélfia;à Filadélfia;à Filadélfia
Φιλαδέλφειαν;5359;traducao;filadélfia;Filadélfia;Filadélfia;Filadélfia
Φιλαδέλφειαν;5359;pt;filadélfia;Filadélfia;Filadélfia;Filadélfia
Φιλήμονι;5371;traducao;filemom;Filemon;ao Filemom;ao Filemon
Φιλήμονι;5371;pt;filemom;Filemon;ao Filemom;ao Filemon
Φιλίπποις;5375;traducao;filipos;Filipos;aos Filipos;aos Filipos
Φιλίπποις;5375;pt;filipos;Filipos;aos Filipos;aos Filipos
Φιλίππων;5375;traducao;filipos;Filipos;de Filipos;de Filipos
Φιλίππων;5375;pt;filipos;Filipos;de Filipos;de Filipos
Φιλίππους;5375;traducao;filipos;Filipos;Filipos;Filipos
Φιλίππους;5375;pt;filipos;Filipos;Filipos;Filipos
φλέγοντα;5393;traducao;flégon;Flegon;flégon;Flegon
φλέγοντα;5393;pt;flégon;Flegon;flégon;Flegon
φοίβην;5402;traducao;febe;Febe;Febe;Febe
φοίβην;5402;pt;febe;Febe;Febe;Febe
φρόνημα;5427;traducao;mindset;pensamento;mindset;pensamento
φρόνημα;5427;pt;mindset;pensamento;mindset;pensamento
Χαναὰν;5477;traducao;canaã;Canaã;Canaã;Canaã
Χαναὰν;5477;pt;canaã;Canaã;Canaã;Canaã
χάρακά;5482;traducao;paliçado;estaca;paliçado;estaca
χάρακά;5482;pt;paliçado;estaca;paliçado;estaca
Χαρράν;5488;traducao;harã;Harã;Harã;Harã
Χαρράν;5488;pt;harã;Harã;Harã;Harã
Χερουβὶν;5502;traducao;querubin;querubim;querubin;querubim
Χερουβὶν;5502;pt;querubin;querubim;querubin;querubim
χερουβὶμ;5502;traducao;querubin;querubim;querubin;querubim
χερουβὶμ;5502;pt;querubin;querubim;querubin;querubim
χιλιάσιν;5505;traducao;mis;mil;às mis;às mil
χιλιάσιν;5505;pt;mis;mil;às mis;às mil
χιλίων;5507;traducao;mis;mil;dos mis;dos mil
χιλίων;5507;pt;mis;mil;dos mis;dos mil
χιλίας;5507;traducao;mis;mil;mis;mil
χιλίας;5507;pt;mis;mil;mis;mil
Χλόης;5514;traducao;chloe;Chloe;da Chloe;da Chloe
Χλόης;5514;pt;chloe;Chloe;da Chloe;da Chloe
Χοραζίν;5523;traducao;corazino;Corazin;corazino;Corazin
Χοραζίν;5523;pt;corazino;Corazin;corazino;Corazin
χορηγήσαι;5524;traducao;forneca;forneça;ele(a) forneca;ele(a) forneça
χορηγήσαι;5524;pt;forneca;forneça;forneca;forneça
Χουζᾶ;5529;traducao;cuza;Cuza;de Cuza;de Cuza
Χουζᾶ;5529;pt;cuza;Cuza;de Cuza;de Cuza
ψαλλέτω;5567;traducao;toce;toque;ele(a) cante, faça melodia, toce instrumento de cordas.;ele(a) cante, faça melodia, toque instrumento de cordas.
ψιχίων;5589;traducao;migalhos;migalhas;dos migalhos;dos migalhas
ψιχίων;5589;pt;migalhos;migalhas;dos migalhos;dos migalhas
Ἰωβὴδ;5601;traducao;obede;Obede;Obede;Obede
Ἰωβὴδ;5601;pt;obede;Obede;Obede;Obede
Ὠβὴδ;5601;traducao;obede;Obede;Obede;Obede
Ὠβὴδ;5601;pt;obede;Obede;Obede;Obede
ὡσηὲ;5617;traducao;oséio;Oséias;oséio;Oséias
ὡσηὲ;5617;pt;oséio;Oséias;oséio;Oséias
