grego;strongs;campo;palavra_suspeita;texto_contexto;sugestao;decisao
Ματταθίου;3161;pt;matatio;do matatio;REVISAR MANUALMENTE;Matatias
Μελεά;3190;traducao;meléo;meléo;REVISAR MANUALMENTE;Meleá
Μελεά;3190;pt;meléo;meléo;REVISAR MANUALMENTE;Meleá
μέλλετε;3195;pt;estáis;estáis prestes a;REVISAR MANUALMENTE;estais
μέλλετε;3195;traducao;estáis;vós estáis prestes a, pretendeis, estáis destinado;REVISAR MANUALMENTE;estais
μέλλετε;3195;traducao;estáis;vós estáis prestes a, pretendeis, estáis destinado;REVISAR MANUALMENTE;estais
Μελχὶ;3197;traducao;melqui;melqui;REVISAR MANUALMENTE;Melqui
Μελχὶ;3197;pt;melqui;melqui;REVISAR MANUALMENTE;Melqui
Μελχισεδέκ;3198;traducao;melquisedeque;Melquisedeque;Melquisedeque;Melquisedeque
Μελχισεδέκ;3198;pt;melquisedeque;Melquisedeque;Melquisedeque;Melquisedeque
Μεσσίαν;3323;traducao;messio;messio;REVISAR MANUALMENTE;Messias
Μεσσίαν;3323;pt;messio;messio;REVISAR MANUALMENTE;Messias
Μεσσίας;3323;traducao;messio;messio;REVISAR MANUALMENTE;Messias
Μεσσίας;3323;pt;messio;messio;REVISAR MANUALMENTE;Messias
μεσίαν;3323;traducao;messio;messio;REVISAR MANUALMENTE;Messias
μεσίαν;3323;pt;messio;messio;REVISAR MANUALMENTE;Messias
μεσίας;3323;traducao;messio;messio;REVISAR MANUALMENTE;Messias
μεσίας;3323;pt;messio;messio;REVISAR MANUALMENTE;Messias
μετάληψιν;3336;traducao;participaçõe;participaçõe;participações;participações
μετάληψιν;3336;pt;participaçõe;participaçõe;participações;participações
μετρητὰς;3355;traducao;measures;measures;REVISAR MANUALMENTE;metretas
μετρητὰς;3355;pt;measures;measures;REVISAR MANUALMENTE;metretas
μητρολῴαις;3389;traducao;insultora;aos mães-insultora;REVISAR MANUALMENTE;insultadoras
μητρολῴαις;3389;pt;insultora;aos mães-insultora;REVISAR MANUALMENTE;insultadoras
Μιλήτῳ;3399;traducao;mileta;à Mileta;REVISAR MANUALMENTE;Mileto
Μιλήτῳ;3399;pt;mileta;à Mileta;REVISAR MANUALMENTE;Mileto
Μιλήτου;3399;traducao;mileta;da Mileta;REVISAR MANUALMENTE;Mileto
Μιλήτου;3399;pt;mileta;da Mileta;REVISAR MANUALMENTE;Mileto
Μίλητον;3399;traducao;mileta;Mileta;REVISAR MANUALMENTE;Mileto
Μίλητον;3399;pt;mileta;Mileta;REVISAR MANUALMENTE;Mileto
μισεῖς;3404;pt;odias;odias;REVISAR MANUALMENTE;odeias
μισεῖς;3404;traducao;odias;tu odias, detestas, abominas;REVISAR MANUALMENTE;odeias
Μιτυλήνην;3412;traducao;mitilene;mitilene;REVISAR MANUALMENTE;Mitilene
Μιτυλήνην;3412;pt;mitilene;mitilene;REVISAR MANUALMENTE;Mitilene
Μνάσωνί;3416;traducao;mnason;ao Mnason;REVISAR MANUALMENTE;Mnason
Μνάσωνί;3416;pt;mnason;ao Mnason;REVISAR MANUALMENTE;Mnason
Μωυσῇ;3475;traducao;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
Μωυσῇ;3475;pt;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
Μωσῆς;3475;traducao;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
Μωσῆς;3475;pt;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
μωσῇ;3475;traducao;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
μωσῇ;3475;pt;moisé;ao Moisé;REVISAR MANUALMENTE;Moisés
Μωυσέα;3475;traducao;moisé;Moisé;REVISAR MANUALMENTE;Moisés
Μωυσέα;3475;pt;moisé;Moisé;REVISAR MANUALMENTE;Moisés
μωσέα;3475;traducao;moisé;Moisé;REVISAR MANUALMENTE;Moisés
μωσέα;3475;pt;moisé;Moisé;REVISAR MANUALMENTE;Moisés
μωσῆν;3475;traducao;moisé;Moisé;REVISAR MANUALMENTE;Moisés
μωσῆν;3475;pt;moisé;Moisé;REVISAR MANUALMENTE;Moisés
Ναασσών;3476;traducao;naasson;Naasson;REVISAR MANUALMENTE;Naasson
Ναασσών;3476;pt;naasson;Naasson;REVISAR MANUALMENTE;Naasson
Ναγγαί;3477;traducao;naggai;naggai;REVISAR MANUALMENTE;Nagai
Ναγγαί;3477;pt;naggai;naggai;REVISAR MANUALMENTE;Nagai
Ναζαρέθ;3478;traducao;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναζαρέθ;3478;pt;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναζαρέτ;3478;traducao;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναζαρέτ;3478;pt;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναζαρά;3478;traducao;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναζαρά;3478;pt;nazaré;Nazaré;REVISAR MANUALMENTE;Nazaré
Ναθάμ;3481;traducao;nathan;nathan;REVISAR MANUALMENTE;Natã
Ναθάμ;3481;pt;nathan;nathan;REVISAR MANUALMENTE;Natã
ναθάν;3481;traducao;nathan;nathan;REVISAR MANUALMENTE;Natã
ναθάν;3481;pt;nathan;nathan;REVISAR MANUALMENTE;Natã
Ναθαναήλ;3482;traducao;natanael;Natanael;REVISAR MANUALMENTE;Natanael
Ναθαναήλ;3482;pt;natanael;Natanael;REVISAR MANUALMENTE;Natanael
Ναίν;3484;traducao;naim;Naim;REVISAR MANUALMENTE;Naim
Ναίν;3484;pt;naim;Naim;REVISAR MANUALMENTE;Naim
Ναούμ;3486;traducao;naum;Naum;REVISAR MANUALMENTE;Naum
Ναούμ;3486;pt;naum;Naum;REVISAR MANUALMENTE;Naum
Ναχώρ;3493;traducao;naor;Naor;REVISAR MANUALMENTE;Naor
Ναχώρ;3493;pt;naor;Naor;REVISAR MANUALMENTE;Naor
Ναιμὰν;3497;traducao;naamã;Naamã;REVISAR MANUALMENTE;Naamã
Ναιμὰν;3497;pt;naamã;Naamã;REVISAR MANUALMENTE;Naamã
νεεμὰν;3497;traducao;naamã;Naamã;REVISAR MANUALMENTE;Naamã
νεεμὰν;3497;pt;naamã;Naamã;REVISAR MANUALMENTE;Naamã
Νεφθαλίμ;3508;traducao;naftali;Naftali;REVISAR MANUALMENTE;Naftali
Νεφθαλίμ;3508;pt;naftali;Naftali;REVISAR MANUALMENTE;Naftali
Νεφθαλείμ;3508;traducao;naftali;Naftali;REVISAR MANUALMENTE;Naftali
Νεφθαλείμ;3508;pt;naftali;Naftali;REVISAR MANUALMENTE;Naftali
νεφροὺς;3510;traducao;rines;rines);REVISAR MANUALMENTE;rins
νεφροὺς;3510;pt;rines;rines);REVISAR MANUALMENTE;rins
νηρέα;3517;traducao;nereu;Nereu;REVISAR MANUALMENTE;Nereu
νηρέα;3517;pt;nereu;Nereu;REVISAR MANUALMENTE;Nereu
Νηρὶ;3518;traducao;néri;néri;REVISAR MANUALMENTE;Néri
Νηρὶ;3518;pt;néri;néri;REVISAR MANUALMENTE;Néri
Νίγερ;3526;traducao;níger;níger;REVISAR MANUALMENTE;Níger
Νίγερ;3526;pt;níger;níger;REVISAR MANUALMENTE;Níger
Νικάνορα;3527;traducao;nicanor;Nicanor;REVISAR MANUALMENTE;Nicanor
Νικάνορα;3527;pt;nicanor;Nicanor;REVISAR MANUALMENTE;Nicanor
νικήσῃς;3528;traducao;prevalecas;tu conquistes, superes, prevalecas, obtas vitória;REVISAR MANUALMENTE;prevaleças
νικήσῃς;3528;traducao;obtas;tu conquistes, superes, prevalecas, obtas vitória;REVISAR MANUALMENTE;obtenhas
Νικόδημος;3530;traducao;nicodemos;Nicodemos;REVISAR MANUALMENTE;Nicodemos
Νικόδημος;3530;pt;nicodemos;Nicodemos;REVISAR MANUALMENTE;Nicodemos
Νικολαϊτῶν;3531;traducao;nicolaítos;dos nicolaítos;REVISAR MANUALMENTE;nicolaítas
Νικολαϊτῶν;3531;pt;nicolaítos;dos nicolaítos;REVISAR MANUALMENTE;nicolaítas
Νικόλαον;3532;traducao;nicolo;nicolo;REVISAR MANUALMENTE;Nicolau
Νικόλαον;3532;pt;nicolo;nicolo;REVISAR MANUALMENTE;Nicolau
νικόπολιν;3533;traducao;nicópoli;Nicópoli;REVISAR MANUALMENTE;Nicópolis
νικόπολιν;3533;pt;nicópoli;Nicópoli;REVISAR MANUALMENTE;Nicópolis
νινευῒ;3535;traducao;nínive;nínive;REVISAR MANUALMENTE;Nínive
νινευῒ;3535;pt;nínive;nínive;REVISAR MANUALMENTE;Nínive
Νινευίταις;3536;traducao;ninivitos;aos ninivitos;REVISAR MANUALMENTE;ninivitas
Νινευίταις;3536;pt;ninivitos;aos ninivitos;REVISAR MANUALMENTE;ninivitas
Νινευῖται;3536;traducao;ninivitos;ninivitos;REVISAR MANUALMENTE;ninivitas
Νινευῖται;3536;pt;ninivitos;ninivitos;REVISAR MANUALMENTE;ninivitas
Νύμφαν;3564;traducao;numpho;numpho;REVISAR MANUALMENTE;Ninfa
Νύμφαν;3564;pt;numpho;numpho;REVISAR MANUALMENTE;Ninfa
Ὀζίαν;3604;traducao;uzio;uzio;REVISAR MANUALMENTE;Uzias
Ὀζίαν;3604;pt;uzio;uzio;REVISAR MANUALMENTE;Uzias
Ὀζίας;3604;traducao;uzio;uzio;REVISAR MANUALMENTE;Uzias
Ὀζίας;3604;pt;uzio;uzio;REVISAR MANUALMENTE;Uzias
ὁμολογῶ;3670;traducao;reconheco;eu confesso, reconheco, concordo;REVISAR MANUALMENTE;reconheço
ὁμολογήσῃς;3670;traducao;reconhecas;tu confesses, reconhecas, concordes;REVISAR MANUALMENTE;reconheças
Ὀνησίμῳ;3682;traducao;onésimo;ao Onésimo;REVISAR MANUALMENTE;Onésimo
Ὀνησίμῳ;3682;pt;onésimo;ao Onésimo;REVISAR MANUALMENTE;Onésimo
Ὀνήσιμον;3682;traducao;onésimo;Onésimo;REVISAR MANUALMENTE;Onésimo
Ὀνήσιμον;3682;pt;onésimo;Onésimo;REVISAR MANUALMENTE;Onésimo
Ὀνησιφόρου;3683;traducao;onesíforo;do Onesíforo;REVISAR MANUALMENTE;Onesíforo
Ὀνησιφόρου;3683;pt;onesíforo;do Onesíforo;REVISAR MANUALMENTE;Onesíforo
ὀρφανούς;3737;traducao;órfões;órfões;REVISAR MANUALMENTE;órfãos
ὀρφανούς;3737;pt;órfões;órfões;REVISAR MANUALMENTE;órfãos
ὀστρακίνοις;3749;traducao;des;aos des barro;REVISAR MANUALMENTE;de
ὀστρακίνοις;3749;pt;des;aos des barro;REVISAR MANUALMENTE;de
Οὐρίου;3774;traducao;urio;do urio;REVISAR MANUALMENTE;Urias
Οὐρίου;3774;pt;urio;do urio;REVISAR MANUALMENTE;Urias
ὀφείλετε;3784;traducao;estáis;vós deveis, estáis em dívida, estáis obrigado;REVISAR MANUALMENTE;estais
ὀφείλετε;3784;traducao;estáis;vós deveis, estáis em dívida, estáis obrigado;REVISAR MANUALMENTE;estais
παλιγγενεσίᾳ;3824;traducao;regeneraçõe;à regeneraçõe;regenerações;regenerações
παλιγγενεσίᾳ;3824;pt;regeneraçõe;à regeneraçõe;regenerações;regenerações
παλιγγενεσίας;3824;traducao;regeneraçõe;da regeneraçõe;regenerações;regenerações
παλιγγενεσίας;3824;pt;regeneraçõe;da regeneraçõe;regenerações;regenerações
παρέδωκας;3860;traducao;traiste;tu entregaste, traiste, confiaste;REVISAR MANUALMENTE;traíste
παρεκάλει;3870;traducao;lit;ele(a) rogava, convocava, invocava, lit. chamava para perto, (a) exortava, encorajava, (p) era consolado;;
παρεκάλεσέν;3870;traducao;lit;ele(a) rogou, convocou, invocou, lit. chamou para perto, (a) exortou, encorajou, (p) foi consolado;;
παρεκάλεσαν;3870;traducao;lit;eles(as) rogaram, convocaram, invocaram, lit. chamaram para perto, (a) exortaram, encorajaram, (p) foram consolado;;
παρεκάλουν;3870;traducao;lit;eles(as) rogavam, convocavam, invocavam, lit. chamavam para perto, (a) exortavam, encorajavam, (p) eram consolado;;
παρεκάλεσά;3870;traducao;rogei;eu rogei, convoquei, invoquei, lit. chamei para perto, (a) exortei, encorajei, (p) fui consolado;REVISAR MANUALMENTE;roguei
παρεκάλεσά;3870;traducao;lit;eu rogei, convoquei, invoquei, lit. chamei para perto, (a) exortei, encorajei, (p) fui consolado;;
παρακαλῶ;3870;traducao;lit;eu rogo, convoco, invoco, lit. chamo para perto, (a) exorto, encorajo, (p) sou consolado;;
παρακαλοῦμεν;3870;traducao;lit;nós rogamos, convocamos, invocamos, lit. chamamos para perto, (a) exortamos, encorajamos, (p) somos consolado;;
παρακαλῶν;3870;traducao;lit;rogando, convocando, invocando, lit. chamando para perto, (a) exortando, encorajando, (p) sendo consolado;;
παρακαλοῦντες;3870;traducao;lit;rogando, convocando, invocando, lit. chamando para perto, (a) exortando, encorajando, (p) sendo consolado;;
παρακαλέσαι;3870;traducao;lit;rogar, convocar, invocar, lit. chamar para perto, (a) exortar, encorajar, (p) ser consolado;;
παρακαλεῖν;3870;traducao;lit;rogar, convocar, invocar, lit. chamar para perto, (a) exortar, encorajar, (p) ser consolado;;
παρεκάλεσά;3870;pt;rogei;rogei;REVISAR MANUALMENTE;roguei
παρακάλει;3870;traducao;lit;tu roga, convoca, invoca, lit. chama para perto, (a) exorta, encoraja, (p) sê consolado;;
παρακαλεῖτε;3870;traducao;lit;vós rogai, convocai, invocai, lit. chamai para perto, (a) exortai, encorajai, (p) sede consolado;;
παραρρυῶμεν;3901;traducao;esçapado;se tendo afastado, tendo esçapado, tendo fluido;REVISAR MANUALMENTE;escapado
πάρεστε;3918;pt;estáis;estáis presente;REVISAR MANUALMENTE;estais
πάρεστε;3918;traducao;estáis;vós estáis presente, estáis perto, vindes;REVISAR MANUALMENTE;estais
πάρεστε;3918;traducao;estáis;vós estáis presente, estáis perto, vindes;REVISAR MANUALMENTE;estais
Παρμενᾶν;3937;traducao;parmeno;Parmeno;REVISAR MANUALMENTE;Parmeno
Παρμενᾶν;3937;pt;parmeno;Parmeno;REVISAR MANUALMENTE;Parmeno
Πάταρα;3959;traducao;pátaros;pátaros;REVISAR MANUALMENTE;Pátaros
Πάταρα;3959;pt;pátaros;pátaros;REVISAR MANUALMENTE;Pátaros
πατάξῃ;3960;pt;atace;atace;REVISAR MANUALMENTE;ataque
Πάτμῳ;3963;traducao;patma;à Patma;REVISAR MANUALMENTE;Patmos
Πάτμῳ;3963;pt;patma;à Patma;REVISAR MANUALMENTE;Patmos
πατριάρχου;3966;traducao;patriarco;do patriarco;REVISAR MANUALMENTE;patriarca
πατριάρχου;3966;pt;patriarco;do patriarco;REVISAR MANUALMENTE;patriarca
πατριάρχης;3966;traducao;patriarco;patriarco;REVISAR MANUALMENTE;patriarca
πατριάρχης;3966;pt;patriarco;patriarco;REVISAR MANUALMENTE;patriarca
πατριάρχαι;3966;traducao;patriarcos;patriarcos;REVISAR MANUALMENTE;patriarcas
πατριάρχαι;3966;pt;patriarcos;patriarcos;REVISAR MANUALMENTE;patriarcas
πατριάρχας;3966;traducao;patriarcos;patriarcos;REVISAR MANUALMENTE;patriarcas
πατριάρχας;3966;pt;patriarcos;patriarcos;REVISAR MANUALMENTE;patriarcas
παυσάτω;3973;traducao;restringa;ele(a) pare, restringa;REVISAR MANUALMENTE;restrinja
παύομαι;3973;traducao;restringo;eu paro, restringo;REVISAR MANUALMENTE;restrinjo
Πάφου;3974;traducao;pafa;da pafa;REVISAR MANUALMENTE;Pafos
Πάφου;3974;pt;pafa;da pafa;REVISAR MANUALMENTE;Pafos
πειράζων;3985;traducao;adj;"testando, tentando, examinando; como adj., tentador";REVISAR MANUALMENTE;
Περγάμῳ;4010;traducao;pérgama;à pérgama ou pérgamo;REVISAR MANUALMENTE;Pérgamo
Περγάμῳ;4010;traducao;pérgamo;à pérgama ou pérgamo;REVISAR MANUALMENTE;Pérgamo
Περγάμῳ;4010;pt;pérgama;à pérgama ou pérgamo;REVISAR MANUALMENTE;Pérgamo
Περγάμῳ;4010;pt;pérgamo;à pérgama ou pérgamo;REVISAR MANUALMENTE;Pérgamo
Πέργαμον;4010;traducao;pérgama;pérgama ou pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE
Πέργαμον;4010;traducao;pérgamo;pérgama ou pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE
Πέργαμον;4010;pt;pérgama;pérgama ou pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE
Πέργαμον;4010;pt;pérgamo;pérgama ou pérgamo;REVISAR MANUALMENTE;REVISAR MANUALMENTE
Πέργῃ;4011;traducao;perga;à Perga;REVISAR MANUALMENTE;Perge
Πέργῃ;4011;pt;perga;à Perga;REVISAR MANUALMENTE;Perge
Πέργης;4011;traducao;perga;da Perga;REVISAR MANUALMENTE;Perge
Πέργης;4011;pt;perga;da Perga;REVISAR MANUALMENTE;Perge
Πέργην;4011;traducao;perga;Perga;REVISAR MANUALMENTE;Perge
Πέργην;4011;pt;perga;Perga;REVISAR MANUALMENTE;Perge
περιπατῶν;4043;traducao;fig;andando, fig. vivendo;;
περιπατοῦντας;4043;traducao;fig;andando, fig. vivendo;;
περιπατοῦντα;4043;traducao;fig;andando, fig. vivendo;;
περιπατοῦντες;4043;traducao;fig;andando, fig. vivendo;;
περιπατεῖν;4043;traducao;fig;andar, fig. viver;;
περιεπάτει;4043;traducao;fig;ele(a) andava, fig. vivia;;
περιπατῇ;4043;traducao;fig;ele(a) ande, fig. viva;;
περιεπάτησεν;4043;traducao;fig;ele(a) andou, fig. viveu;;
περιπατοῦσιν;4043;traducao;fig;eles(as) andam, fig. vivem;;
περιπατήσωμεν;4043;traducao;fig;nós andemos, fig. vivamos;;
περιπατῶμεν;4043;traducao;fig;nós andemos, fig. vivamos;;
περιπάτει;4043;traducao;fig;tu anda, fig. vive;;
περιπατεῖτε;4043;traducao;fig;vós andai, fig. vivei;;
περίψημα;4067;traducao;offscouring;offscouring;REVISAR MANUALMENTE;escória
περίψημα;4067;pt;offscouring;offscouring;REVISAR MANUALMENTE;escória
περσίδα;4069;traducao;persi;persi;REVISAR MANUALMENTE;persas
περσίδα;4069;pt;persi;persi;REVISAR MANUALMENTE;persas
πινακίδιον;4093;traducao;tablet;pequeno tablet;REVISAR MANUALMENTE;tabuleta
πινακίδιον;4093;pt;tablet;pequeno tablet;REVISAR MANUALMENTE;tabuleta
ἔπεσον;4098;pt;ram;caí(ram);REVISAR: provável erro de concatenação;
πέσωσιν;4098;traducao;perecam;eles(as) caiam, desçam, perecam, falhem;REVISAR MANUALMENTE;pereçam
πέσητε;4098;traducao;perecais;vós caiais, desçais, perecais, falheis;REVISAR MANUALMENTE;pereçais
πισιδίας;4099;traducao;pisídia;da Pisídia;REVISAR MANUALMENTE;Psídia
πισιδίας;4099;pt;pisídia;da Pisídia;REVISAR MANUALMENTE;Psídia
Πισιδίαν;4099;traducao;pisídia;Pisídia;REVISAR MANUALMENTE;Psídia
Πισιδίαν;4099;pt;pisídia;Pisídia;REVISAR MANUALMENTE;Psídia
πλημμύρας;4132;traducao;inundaçõe;da inundaçõe;inundações;inundações
πλημμύρας;4132;pt;inundaçõe;da inundaçõe;inundações;inundações
πληρώματα;4138;traducao;plenitudes;plenitudes;REVISAR MANUALMENTE;
πληρώματα;4138;pt;plenitudes;plenitudes;REVISAR MANUALMENTE;
ποντίῳ;4194;traducao;pôncio;ao Pôncio;REVISAR MANUALMENTE;Pôncio
ποντίῳ;4194;pt;pôncio;ao Pôncio;REVISAR MANUALMENTE;Pôncio
Ποντίου;4194;traducao;pôncio;do Pôncio;REVISAR MANUALMENTE;Pôncio
Ποντίου;4194;pt;pôncio;do Pôncio;REVISAR MANUALMENTE;Pôncio
Πόντιος;4194;traducao;pôncio;Pôncio;REVISAR MANUALMENTE;Pôncio
Πόντιος;4194;pt;pôncio;Pôncio;REVISAR MANUALMENTE;Pôncio
Ποπλίῳ;4196;traducao;públio;ao Públio;REVISAR MANUALMENTE;Públio
Ποπλίῳ;4196;pt;públio;ao Públio;REVISAR MANUALMENTE;Públio
Ποπλίου;4196;traducao;públio;do Públio;REVISAR MANUALMENTE;Públio
Ποπλίου;4196;pt;públio;do Públio;REVISAR MANUALMENTE;Públio
Πόρκιον;4201;traducao;pórcio;pórcio;REVISAR MANUALMENTE;Pórcio
Πόρκιον;4201;pt;pórcio;pórcio;REVISAR MANUALMENTE;Pórcio
Ποτιόλους;4223;traducao;putéolis;Putéolis;REVISAR MANUALMENTE;Putéolis
Ποτιόλους;4223;pt;putéolis;Putéolis;REVISAR MANUALMENTE;Putéolis
Πρίσκιλλα;4252;traducao;priscila;Priscila;REVISAR MANUALMENTE;Priscila
Πρίσκιλλα;4252;pt;priscila;Priscila;REVISAR MANUALMENTE;Priscila
Πρίσκιλλαν;4252;traducao;priscila;Priscila;REVISAR MANUALMENTE;Priscila
Πρίσκιλλαν;4252;pt;priscila;Priscila;REVISAR MANUALMENTE;Priscila
προαιρεῖται;4255;traducao;prope;ele(a) escolhe de antemão, prefere, prope;REVISAR MANUALMENTE;propõe
προεγράφη;4270;traducao;escrevido;ele(a) foi escrevido antes, foi retratado publicamente, foi anunciado de antemão;REVISAR MANUALMENTE;escrito
προεγράφη;4270;pt;escrevido;foi escrevido antes;REVISAR MANUALMENTE;escrito
προθύμως;4290;traducao;ânsio;ânsio;REVISAR MANUALMENTE;ânsia
προθύμως;4290;pt;ânsio;ânsio;REVISAR MANUALMENTE;ânsia
πρόνοιαν;4307;traducao;previsõe;previsõe;REVISAR MANUALMENTE;previsões
πρόνοιαν;4307;pt;previsõe;previsõe;REVISAR MANUALMENTE;previsões
προσκαλεσάσθω;4341;traducao;convoce;ele(a) chame a si mesmo, convoce, convide;REVISAR MANUALMENTE;convoque
πρόσκλησιν;4346;traducao;inclinaçõe;inclinaçõe;inclinações;inclinações
πρόσκλησιν;4346;pt;inclinaçõe;inclinaçõe;inclinações;inclinações
προσκυνεῖ;4352;traducao;lit;ele(a) se prostra, reverencia, adora, lit. beija o chão;;
προσκυνήσει;4352;traducao;lit;ele(a) se prostrará, reverenciará, adorará, lit. beijará o chão;;
προσεκύνει;4352;traducao;lit;ele(a) se prostrava, reverenciava, adorava, lit. beijava o chão;;
προσεκύνησεν;4352;traducao;lit;ele(a) se prostrou, reverenciou, adorou, lit. beijou o chão;;
προσεκύνησαν;4352;traducao;lit;eles(as) se prostraram, reverenciaram, adoraram, lit. beijaram o chão;;
προσκυνήσουσιν;4352;traducao;lit;eles(as) se prostrarão, reverenciarão, adorarão, lit. beijarão o chão;;
προσεκύνουν;4352;traducao;lit;eles(as) se prostravam, reverenciavam, adoravam, lit. beijavam o chão;;
προσκυνήσωσιν;4352;traducao;lit;eles(as) se prostrem, reverenciem, adorem, lit. beijem o chão;;
προσκυνησάτωσαν;4352;traducao;lit;eles(as) se prostrem, reverenciem, adorem, lit. beijem o chão;;
προσκυνήσω;4352;traducao;lit;eu me prostre, reverencie, adore, lit. beije o chão;;
προσκυνοῦμεν;4352;traducao;lit;nós nos prostramos, reverenciamos, adoramos, lit. beijamos o chão;;
προσκυνήσων;4352;traducao;lit;prestes a prostrar, prestes a reverenciar, prestes a adorar, lit. prestes a beijar o chão;;
προσκυνοῦντας;4352;traducao;lit;prostrando, reverenciando, adorando, lit. beijando o chão;;
προσκυνοῦντες;4352;traducao;lit;prostrando, reverenciando, adorando, lit. beijando o chão;;
προσκυνοῦσα;4352;traducao;lit;prostrando, reverenciando, adorando, lit. beijando o chão;;
προσκυνεῖν;4352;traducao;lit;prostrar-se, reverenciar, adorar, lit. beijar o chão;;
προσκυνῆσαι;4352;traducao;lit;prostrar, reverenciar, adorar, lit. beijar o chão;;
προσκυνήσαντες;4352;traducao;lit;tendo prostrado, tendo reverenciado, tendo adorado, lit. tendo beijado o chão;;
προσκύνησον;4352;traducao;lit;tu te prostra, reverencia, adora, lit. beija o chão;;
προσκυνήσεις;4352;traducao;lit;tu te prostrarás, reverenciarás, adorarás, lit. beijarás o chão;;
προσκυνήσῃς;4352;traducao;lit;tu te prostres, reverencies, adores, lit. beijes o chão;;
προσκυνήσατε;4352;traducao;lit;vós vos prostrai, reverenciai, adorai, lit. beijai o chão;;
προσκυνεῖτε;4352;traducao;lit;vós vos prostrais, reverenciais, adorais, lit. beijais o chão;;
προσκυνήσετε;4352;traducao;lit;vós vos prostrareis, reverenciareis, adorareis, lit. beijareis o chão;;
προσφέρωσιν;4374;traducao;oferecam;eles(as) tragam, oferecam, apresentem;REVISAR MANUALMENTE;ofereçam
προεφήτευσαν;4395;traducao;predizeram;eles(as) profetizaram, falaram por inspiração divina, predizeram;REVISAR MANUALMENTE;predisseram
ἐπροφήτευσαν;4395;traducao;predizeram;eles(as) profetizaram, falaram por inspiração divina, predizeram;REVISAR MANUALMENTE;predisseram
προφητεύσουσιν;4395;traducao;predizerão;eles(as) profetizarão, predizerão;REVISAR MANUALMENTE;predirão
προφητεύωσιν;4395;traducao;predizam;eles(as) profetizem, falem por inspiração divina, predizam;REVISAR MANUALMENTE;prediziam
προφητεύητε;4395;traducao;predizais;vós profetizeis, faleis por inspiração divina, predizais;REVISAR MANUALMENTE;predigais
Πρόχορον;4402;traducao;prócoro;Prócoro;REVISAR MANUALMENTE;Prócoro
Πρόχορον;4402;pt;prócoro;Prócoro;REVISAR MANUALMENTE;Prócoro
πρώτοις;4413;traducao;ens;aos ens primeiro lugar;REVISAR MANUALMENTE;em
πρώτοις;4413;pt;ens;aos ens primeiro lugar;REVISAR MANUALMENTE;em
πρῶτα;4413;traducao;ens;ens primeiro lugar;REVISAR MANUALMENTE;em
πρῶτα;4413;pt;ens;ens primeiro lugar;REVISAR MANUALMENTE;em
Πτολεμαΐδα;4424;traducao;ptolemaida;Ptolemaida;REVISAR MANUALMENTE;Ptolemaida
Πτολεμαΐδα;4424;pt;ptolemaida;Ptolemaida;REVISAR MANUALMENTE;Ptolemaida
πώρωσις;4457;traducao;endurecimenta;endurecimenta;REVISAR MANUALMENTE;endurecimento
πώρωσις;4457;pt;endurecimenta;endurecimenta;REVISAR MANUALMENTE;endurecimento
Ῥαὰβ;4460;traducao;raabe;Raabe;REVISAR MANUALMENTE;Raabe
Ῥαὰβ;4460;pt;raabe;Raabe;REVISAR MANUALMENTE;Raabe
Ῥαγαύ;4466;traducao;reu;reu;REVISAR MANUALMENTE;Reú
Ῥαγαύ;4466;pt;reu;reu;REVISAR MANUALMENTE;Reú
Ῥαχάβ;4477;traducao;raabe;Raabe;REVISAR MANUALMENTE;Raabe
Ῥαχάβ;4477;pt;raabe;Raabe;REVISAR MANUALMENTE;Raabe
Ῥαιφάν;4481;traducao;remfano;remfano;REVISAR MANUALMENTE;Renfã
Ῥαιφάν;4481;pt;remfano;remfano;REVISAR MANUALMENTE;Renfã
ῥεμφάν;4481;traducao;remfano;remfano;REVISAR MANUALMENTE;Renfã
ῥεμφάν;4481;pt;remfano;remfano;REVISAR MANUALMENTE;Renfã
ῥήξωσιν;4486;traducao;rasgem;eles(as) quebrem, estourem, rasgem;REVISAR MANUALMENTE;rasguem
Ῥησά;4488;traducao;rheso;rheso;REVISAR MANUALMENTE;Resa
Ῥησά;4488;pt;rheso;rheso;REVISAR MANUALMENTE;Resa
Ῥουβὴν;4502;traducao;ruben;Ruben;REVISAR MANUALMENTE;Ruben
Ῥουβὴν;4502;pt;ruben;Ruben;REVISAR MANUALMENTE;Ruben
ῥουβίμ;4502;traducao;ruben;Ruben;REVISAR MANUALMENTE;Ruben
ῥουβίμ;4502;pt;ruben;Ruben;REVISAR MANUALMENTE;Ruben
